lp,src,mt,ref,score,raw_score,annotators
kk-en,"""Қара археологтардан"" кейін ескерткіштер ашық күйде қалып, жойылып жатыр.","After ""Black Archaeologists"", monuments remain open and disappear.","Monuments are left open and are getting destroyed after ""black archaeologists"".",-0.674229280661952,45.0,2
kk-en,Қазір өңірде 8 мәдениет нысанының құрылысы жүріп жатыр.,There are 8 cultural facilities in the region now.,Now construction of 8 cultural objects is being performed in the region.,0.00195738244583833,64.0,1
kk-en,"Автомобиль, жол-көлік қызметкерлерінің, жедел-жәрдем машиналарының сигналы іске қосыл­ғанда, құлаққаптағы музыка бірден тоқтайды.","The music on the headphone stops instantly when the car, road vehicle, ambulance signal is activated.","The music on the headphone stops instantly when the car, traffic control officers, ambulance signal is activated.",1.0696205347213,94.0,1
kk-en,Өмірде көріп-білмеген адамның айтқанына сенгендер 100-ден 300 мың теңгеге дейінгі ақшасын алаяқтың шоттарына аударып жіберіпті.,Those who believed in what they had seen in life turned money from 100 to 300 thousand tenge into accounts of swindlers.,Those who trusted a person they had never seen transferred 100 to 300 thousand tenge to the fraudster's accounts.,0.28666755638596,72.0,1
kk-en,"Артынша, шетелдікті полиция ұстағанымен, прокурорлар оны қолхатпен босатып жіберді.","Subsequently, although the foreigner was detained by the police, the prosecutors released him with a note.","Later on, despite the police had caught the foreigner, the prosecutors released him against acknowledgment.",0.0731349259308688,66.0,1
kk-en,Құрылыс жұмыстарында да осындай мөлшерде айлық алып отырған жұмысшылар кездеседі.,In construction work there are also workers who receive such salaries.,In constructions works too there are workers receiving such an amount of salary.,0.678144045553628,83.0,1
kk-en,Айқасқа дайынмын.,I'm ready for a fight.,I am ready for the fight.,0.856087904266204,88.0,1
kk-en,"Өткенге қарап, жылап-сықтауға уақытым жоқ.","Looking back, I have no time to wail.",I have no time to look back and grieve.,0.393433871613506,75.0,2
kk-en,"""Ісләм Жарылғаповтың мың бір сөзі"" деген тақырыппен мұрағатынан табылған жаңа сөздері мен терминдерін тақы­рыпқа, кәсіптік салаға бөліп, жылға тарта уақыт бойы жариялап келдік.","We have been publishing the new words and terms found in the archive on the theme ""One Thousand Words of Jury Zharylgapov"", divided into the topic, professional sphere, and for a long time.","We divided new words and terms found in his archive under topic of ""One thousand and one words of Islam Zharylgapov"" into subjects, professional areas and were publishing them for about one year.",0.429022643356021,76.0,1
kk-en,Қазір бұл іске қатысты сотқа дейінгі тергеу амалдарының жүріп жатқаны айтылған еді.,"Currently, the pre-trial investigation is under way.",It was said that prejudicial investigative actions are taken place concerning this case now.,0.144312469415899,68.0,1
kk-en,Алдымен алаңдағы тарихи ескерткіштердің орналасу тәртібі реттелу керек.,"First of all, it is necessary to regulate the location of historical monuments on the site.","First of all, the order of location of historical monuments on the field is to be arranged.",0.429022643356021,76.0,1
kk-en,Атап өтер жаңалықтың бірі - Сарайшық қалашығын Жайық өзенінің арнасы шайып кетуінен сақтап қалу мақсатында жағаны бекіту жұмыстары жүргізілді.,One of the most striking innovations is the coast guarding of the Saraishyk town to prevent the Ural River from drifting.,It should be noted that the works were performed to strengthen Zhaiyk riverside in order to save Saraishyk from wash out.,-0.406552724607387,50.0,1
kk-en,Бүгін өңірге ҚР Президентінің хаттамалық тапсырмасын орындау шеңберінде Түркістан қаласына осы өңірлердің сәулет және қала құрылысы және құрылыс басқармаларының басшылары келді.,Heads of the departments of architecture and town-planning and construction of these regions arrived in Turkestan within the framework of execution of the protocol assignment of the President of the Republic of Kazakhstan.,"Today, within the framework of the implementation of official instruction of the President of RoK, the heads of departments of architecture, town planning and construction of these regions arrived in Turkestan city.",-1.88187807575997,6.0,1
kk-en,"Зауыттың өкілі Вадим Ямалетдиновтың айтуынша, фирма өнімін екі күндік көрмеге бірнеше рет тасуға мәжбүр болған.","According to the plant's representative Vadim Yametdinov, the company was forced to carry several times during the two-day exhibition.","According to the plant's representative, Vadim Yamaletdinov, the company had to bring its products several times during the two-day exhibition.",1.26995335624782,100.0,1
kk-en,Қазақстанның жағажай волейболынан ерлер командасы Сатунда (Тайланд) өткен Азия турнирінде қола медальды жеңіп алды.,Men's beach volleyball team from Kazakhstan won a bronze medal at the Asian Indoor Tournament in Satun (Thailand).,Men's team of Kazakhstan beach volleyball won a bronze medal at the Asian tournament held in Satun (Thailand).,0.632881045522841,81.0,2
kk-en,Осы факт бойынша сотқа дейінгі тергеу жүргізілуде.,Pre-trial investigation is underway on this fact.,Pre-trial investigation is being held on this fact.,-0.406552724607387,50.0,1
kk-en,Облыс әкімінің басқа орынбасарлары да өз орындарында жоқ.,Other deputy akims of the region are not in their places.,Other deputies Akim of the region are also not in their places.,0.431700315820216,75.0,1
kk-en,"Астананың айырбас пункттерінде америкалық долларды сатудың ең жоғары курсы 15:30 да 366 теңге, Алматыда - 365,5 теңге.",The highest selling rate of American dollars in exchange offices of Astana is 366 tenge in 15:30 and 365.5 tenge in Almaty.,"In exchange offices in Astana the highest exchange rate for selling US dollar at 3:30PM was 366 tenge, in Almaty - 365.5 tenge.",0.431700315820216,75.0,1
kk-en,"Ол бірден бөлмеге жүгіріп кіріп, терезеде тұрған адамды ұстап алып, бар күшімен тартып ішке кіргізген.","He immediately ran to the room, grabbed the man in the window, and dragged him in.","He ran into the room at once, caught the person standing on the window, got over inside with all his might.",0.398170194203111,74.0,1
kk-en,"Оның айтуынша, қазіргі уақытта облыста 278 шағын, орта және ірі жекеменшік компания бар, оларда жалақысы 42500 теңгеден төмен 1046 адам жұмыс істейді.","According to him, currently there are 278 small, medium and large private companies in the region, where 1046 people with salaries of 42,500 tenge work.","As she says, now there are 278 small, medium and large private enterprises in the region, 1046 people with salary lower than 42500 tenge work in them.",0.168145522195362,80.0,1
kk-en,"Келесі жылдың тізімі жасалды, оған 40 үй кірді.","List of the following year, which included 40 houses.","The list for the following year has been drawn up, which included 40 houses.",0.412609707122739,88.0,2
kk-en,"Халықаралық конференция соңы­нан тойханада Ісләм Жарыл­ғапов­тың рухына арнап ас беріліп, Құран бағышталды.","At the end of the international conference, the cuisine was given to the spirit of Islâm Zharylgapov in the banquet room.","After the International conference sympathy meal was held devoted to Islam Zharylgapov in the restaurant, Koran was offered.",0.687631915166038,97.0,1
kk-en,"KASE ақпараты бойынша, күндізгі сессияда АҚШ долларымен жүргізілетін саудада ең төменгі курс бір АҚШ доллары үшін 363,75 теңге деңгейінде болды, ең жоғары - 365,10 теңге, жабылу курсы бір долларға 363,75 теңге.","According to KASE, the minimum rate for USD at the session was 363.75 tenge per US dollar, the highest - 365.10 tenge, the closing rate was 363.75 tenge per USD.","According to information from KASE, in day session in trading with US dollars the lowest exchange rate was on the level of 363.75 tenge per one dollar, the highest one was 365.10 tenge, closing exchange rate was 363.75 tenge per one dollar.",0.504283776470505,91.0,2
kk-en,"Бейінді министрліктердің және бірқатар әкімдердің баяндамаларын тыңдағаннан кейін, Б.Сағынтаев жалпы 9 айдың қорытындысы бойынша ""Нұрлы жер"" мемлекеттік бағдарламасының барлық негізгі бағыттары бойынша өсім байқалатынын атап өтті.","After listening to the reports of the ministries and a number of akims, B.Sagintayev noted that according to the results of nine months growth of all main directions of the state program ""Nurly Zhol"" will be observed.","After listening to the reports of profile ministries and a number of akims, B.Sagintayev said that according to the results of 9 months growth was observed in all key areas of ""Nurly Zher"" state program.",0.137587499079439,79.0,1
kk-en,"Порталдың тапқан дереккөзіне сенсек, Маңғыстау облысы әкімінің бірінші орынбасары Серік Аманғалиев өзімен бірге 100 мың еуродан астам қаржыны алып бара жатқан екен.","According to the source of the portal, Serik Amangaliev, First Deputy Governor of Mangistau Oblast, was carrying more than 100 thousand euros.",According to data found by portal the first Deputy Akim of Mangistau region Serik Amangaliev was carrying more than 100 thousand euro with himself.,0.718189938281961,98.0,1
kk-en,Қолдаушы - Қоғамдық даму министрлігі.,Supported by the Ministry of Social Development.,The sponsor is the Ministry of Social Development.,0.045913429731673,76.0,1
kk-en,"Оқытушылар мен өндірістік оқыту шеберлері оқу сабақтарын өткізу кезінде теориялық және практикалық оқу журналдарында осы студенттерге баға қойған, оларды аралық аттестаттауға жіберген, курстан курстарға көшірген.","Instructors and masters of in-service training have been evaluating these students in the theoretical and practical training magazines, sent them to the intermediate attestation, and transferred them to courses.","During teaching lessons teachers and production training foremen gave rates to these students in study log, sent them to intermediate certification, transferred from course to course.",0.382051684006817,87.0,1
kk-en,"Конференция жұмысын партия облыстық филиалының төрағасы, облыс әкімі Асқар Мырзахметов қорытындылап, мемлекеттік бағдарламаларды жүзеге асыруда партия мүшелері алдыңғы шепте тұруы керектігін айтып, тиісті басшыларға нақты тапсырмалар берді.","Chairman of the regional branch of the Party, Governor of the region Askar Myrzakhmetov summarized the work of the conference, saying that party members should be in the forefront of state programs and gave specific instructions to the relevant leaders.","Chairman of the regional branch of the Party, Governor of the region Askar Myrzakhmetov summarized the work of the conference, saying that members of the Party should be in the forefront of state programs and gave specific instructions to the relevant leaders.",0.595957845818272,94.0,1
kk-en,Отбасылық жанжалдан зәрезап болған Гүлнұрдың төркінінде 10 күн жатып келгені анықталды.,It was found out that Gulnur was 10 days sleeping in a family scandal.,It was established that after the family dispute Gulnur was at her paternal house for 10 days.,0.657073892050116,96.0,1
kk-en,"Жылдың басынан бері прокурорлар азаматтар мен заңды тұлғалардың 5 мыңнан астам арыздарын назарға алып, шешім табуына жәрдемдесіпті.","Since the beginning of the year, prosecutors have helped to find a solution by taking into account more than 5,000 complaints from citizens and businesses.","Since the beginning of the year, prosecutors took into consideration more than 5 thousand complaints from individuals and legal entities, helped in finding a solution.",0.0764714528475952,77.0,1
kk-en,Маңғыстау облысы әкімінің орынбасары қамауға алынды.,Akim's deputy of Mangistau region was arrested.,Deputy Akim of Mangistau region was arrested.,0.830311397261077,85.0,1
kk-en,"Бұл әр кәсіпкердің парызы болуы тиіс, - дейді Құрман Тұрғанұлы.","This should be the duty of every entrepreneur, ""says Kurman Turganovich.","This should be every entrepreneur's debt, - Kurman Turganuly says.",0.830311397261075,85.0,2
kk-en,Индонезиядағы жер сілкінісінен қаза тапқандардың саны 832 адамға жетті.,The number of people killed in an earthquake in Indonesia has risen to 832 people.,The death toll mounted to 832 people because of the earthquake in Indonesia.,0.432880890076997,75.5,2
kk-en,"Бұл шара төртінші өнеркәсіптік революция жағдайында Қазақстан үшін өзекті болып саналады, - деді Елбасы.","This event is important for Kazakhstan in the context of the fourth industrial revolution, ""the President said.","This event is considered to be actual for Kazakhstan in view of the fourth industrial revolution, - the Head of the State said.",-0.320145334061259,57.5,2
kk-en,"""Қазір әйел адвокаттармен бірге сотқа қажетті құжаттарды ресімдеп жатыр"", - деп мәлімет берді Айбек Смадияров.","""Nowadays, with the lawyers, she is completing the necessary documents for the court,"" said Aibek Smadydiyarov.","""Now the mother is executing the documents required for the court together with her advocates"", - Aibek Smadiyarov informed.",0.453798285191949,76.0,1
kk-en,Астанада 5-қабаттан секірмек болған азаматты кім құтқарды.,Who saved a citizen who was jumping on the 5th floor in Astana?,Who saved the citizen going to jump from the 5th floor in Astana.,1.45783325070962,100.0,1
kk-en,Заңгердің сөздері Instagram әлеуметтік желісіндегі Almatygggram парақшасында жазылған.,The words of a lawyer are posted on the Almatygggram on Instagram social network.,Lawyer's words are written on Almatygggram page on Instagram social media.,0.495633075421852,77.0,1
kk-en,"Елбасы Қазақстан хал­қына кезекті Жолдауында ""Үкіметке 2019 жылдың 1 қаңтарынан бас­тап ең төменгі жалақыны 1,5 есе, 28 мың­нан 42 мың теңгеге дейін өсіруді тап­сырамын.","In his Address to the Nation Address to the people of Kazakhstan ""I instruct the Government to increase the minimum wage by 1.5 times from 28 January to 42 thousand tenge.","In his regular Message to people of Kazakhstan the President said: ""I give the government a task to increase the lowest salary 1.5 times, from 28 thousand to 42 thousand tenge starting from January 1, 2019.",0.533478968171548,78.5,2
kk-en,Ол әуеге көтерілген соң 13 минуттан кейін радардан жоғалып кеткен ұшақ Суматра және Батыс Ява аралдарының арасындағы Ява теңізіне құлаған.,"The plane disappeared in 13 minutes after the flight, falling into the Java Sea between Sumatra and the Western Java Islands.","The aircraft lost from the radars in 13 minutes after it had been taken to the air, fell down to Java sea between Sumatra and Western Java islands.",0.199615318788827,69.0,1
kk-en,Индонезиялық Lion Air компаниясының Boeing 737 ұшағы Джакартадан Панкалпинанг қаласына ұшатын.,Indonesian Lion Air Boeing 737 will fly from Jakarta to Pankalupunga.,The aircraft Boeing 737 of Indonesian Lion Air Company was flying from Jakarta to Kota Pangkal Pinang.,-0.22210718569461,57.0,1
kk-en,"Зәки Ахметов 14 жасында мектеп бітіріп, ҚазМУ-ді 19 жасында аяқтаған.",Zaki Axmetov graduated from school at the age of 14 and graduated from Kazakh State University in 19 years.,"Zaki Akhmetov finished the school at the age of 14, graduated KazSU at the age of 19.",1.18363449591685,97.0,1
kk-en,Егер ауруды дер кезінде анықтай алса өміріңді құтқарып қалу мүмкіндігі де артады.,"If you can cure the disease in a timely manner, it will also increase your survival.","If the disease is determined in proper time, the possibility to save life will increase as well.",-0.503255522016902,49.0,1
kk-en,Қиындықтарға қарамастан киноқауымдастықтың қызығушылығын оята алған соң да кинофестиваль өмір сүріп келеді.,"Despite the difficulties, the movie festival is still in the process of awakening interest of filmmaking.","Despite the difficulties, the film festival is still in the process as it can awake the interest of filmmaking.",0.244624334042433,71.0,1
kk-en,Өрттің шығу себептері анықталып жатыр.,The causes of the fire are being identified.,The causes of fire are being determined.,1.45783325070962,100.0,1
kk-en,"Ұрлықтардың алдын алу барысында жедел профилактикалық шараларды қолданылуы пәтер ұрлықтарын 25%, ұялы телефондардың ұрлығын 2% кемуіне ықпал етті.",The use of operative preventive measures in the prevention of theft has contributed to the reduction of theft of apartments by 25% and theft of cell phones by 2%.,"Application of emergency preventive actions during the theft prevention impacted on a decrease of home burglary by 25%, theft of mobile phones by 2%.",0.328293914502239,73.0,1
kk-en,"Әйтпесе, ән шықпайды, - деп ағынан жарылды әнші.","Otherwise, the song will not come out, ""the singer said.","Otherwise, songs will not be written, - the singer laughs.",-0.173723568256598,61.0,1
kk-en,Екінші - құрылыс алаңдарына инженерлік коммуникацияларды жеткізу мәселесі.,The second is the issue of supply of engineering communications to the construction sites.,The second one is the issue of provision of construction sites with engineering / utility systems.,0.537467865651755,78.0,1
kk-en,"Содан соң, 9 жыл бойы өмірінің соңғы күн­де­ріне дейін Парламент Мәжі­лісінің екі рет төрағасы, депутаты болып елге, халыққа қызмет етті.","Then, during his nine years in office, he served twice as Chairman of the Majilis of the Parliament and served as a deputy to the country and to the people.","Then, during nine years, he served twice as a Chairman of the Mazhilis of the Parliament and as a deputy to the country and to the people.",0.625072871189648,87.5,2
kk-en,"Қазылар алқасы мен фестиваль қонақтары Алматының кинематография мамандығы бойынша білім алып жатқан студенттерімен, кино мамандарымен шығармашылық кездесулер және шеберлік сағаттарын өтікізеді.","The jury and festival guests will meet creative students and filmmakers with cinema professionals, film professionals.","Jury and festival guests will have creative meetings and master classes with Almaty students studying in cinematography major, film professionals.",-0.688407831079904,51.0,1
kk-en,"Әйгілі теннисші Серена Уильямс сүт безі обырымен күресуге бағытталған Touch Myself Project науқанын қолдау мақсатында жалаңаш ән айтып, видеосын өзінің Instagram-парақшасына жүктеді.",Well-known tennis player Serena Williams has uploaded her video to her Instagram page with a nudity song to support the Touch Myself Project for the fight against breast cancer.,"For the purpose of Touch Myself Project support action directed to fight against breast cancer, famous tennis player Serena Williams sang a song naked, uploading a video on her Instagram page.",0.175250712878157,75.0,1
kk-en,Еске алу конференциясын Мәжіліс депутаты Нұр­тай Са­бильянов жүргіз­ді.,The meeting was conducted by Majilis deputy Nurtay Sabilyanov.,The memorial conference was hosted by the Mazhilis deputy Nurtay Sabilyanov.,0.175250712878157,75.0,1
kk-en,"Түрлі рейдтер мен қоғам­дық қа­былдаулар барысында анық­тал­ған кемшіліктерден нақты қо­­ры­­­тынды шығарылып, ха­лық та­­бы­­­сының өсуі, тұр­мыс сапасын арт­тыру жайлары­на ерекше мән беріл­ген.","Special attention was paid to the shortcomings identified during various raids and public receptions, focusing on the growth of the population's income and the quality of life.","Certain findings were concluded from the shortcoming defined during different raids and public receptions, conditions of growth of the population's income and the quality of life were drawn special attention.",-0.0346430320311712,50.0,1
kk-en,"2008 және 2013 жылы Қарағанды қала­сында өткен халықаралық форумда Халықаралық ""Қазақ тілі"" қоғамы­ның президенті, академик Өмірзақ Айтбайұлы өзінің сөзінде: ""Ісләмтану ілімінің негізін қалаған ""Алматы ақшамы"" газеті.","At the international forum in Karaganda in 2008 and 2013, the President of the International Kazakh Language Society, academician Umirzak Aitbaevich said in his speech: ""Almaty Akshamy, the founder of the doctrine of the doctrine of jurisprudence.","In the International forum which was held in 2008 and 2013 in Karagandy city president of International ""Kazakh tili"" society, academician Omirzak Aitbaiuly said: """"Almaty akshamy"" newspaper is a founder of Islam science"".",1.19543267034205,92.0,1
kk-en,Бұл жоба алдымен Делиде жүзеге асады.,This project is first realized in Delhi.,This project will be first realized in Delhi.,1.40044528740426,99.0,1
kk-en,Кеште шығармашылық қайраткерлері өздерінің өлеңдері мен шығармашылық жұмыстарын тыңдаушылар назарына ұсынды.,"In the evening, creative figures presented their poems and creative works to the audience.",Creative workers presented their poems and creative works to the audience at the event.,0.378443499952975,83.0,1
kk-en,"""Каспийнефть"", ""Трансэнерго"" мекемелерінде осындай оң бағыттар орын алмақ.",Such positive trends will be in the Caspian and Transenergo agencies.,"Such positive changes will occur in ""Kaspyneft"", ""Transenergo"" organizations too.",0.445622819471255,84.5,2
kk-en,"""Тобыл"" ФК бас бапкері Марек Зуб клубтан кеткен жоқ.","Head coach of ""Tobol"" Marek Zub did not leave the club.","Head coach of ""Tobol"" FC Marek Zub did not leave the club.",0.736733204050465,91.0,1
kk-en,Сатыбалдинова Инстаграмдағы парақшасында ертеңгі жекпе-жекке дайындығына қатысты пікірін білдірді.,Satybaldinova expressed her opinion on preparations for tomorrow's match on Instagram.,Satybaldinova expressed her opinion concerning the preparation for tomorrow's combat on her Instagram page.,0.288871073928602,81.0,1
kk-en,"Басылымның бас редакторы әріптесіміз, Ақпарат саласының үздігі Қуат Әуесбайдың болуы - біз үшін үлкен мақтаныш.","We are proud of the fact that the editor-in-chief of the publication is our colleague, the outstanding expert in the field of information, Kuat Auezbay.",A Chief Editor of the Publication honored information specialist and our colleague Kuat Auesbay makes us be proud of him.,-0.203777269205448,70.0,1
kk-en,Индонезияда құлаған Boeing бортында жарылыс болмағаны анықталды.,There was no explosion onboard Boeing in Indonesia.,It has been defined that there was no explosion on Boeing board crashed in Indonesia.,-0.158991056193261,71.0,1
kk-en,Головкиннің промоутері Том Леффлер қазақстандық боксшы келесі жылға дейін рингке шықпайтынын айтты.,Golovkin's promoter Tom Leffler said Kazakhstan boxer would not be on the ring until next year.,Golovkin's promoter Tom Leffler said that the Kazakh boxer would not step in the ring before the next year.,0.333657286940788,82.0,1
kk-en,"Ал Салтыковтың қоржынында 12 жеңіс, 55 жеңіліс бар.",Saltykov's team has 12 victories and 55 losses.,"And Saltykov has 12 wins, 55 losses in his collection.",0.378443499952975,83.0,1
kk-en,Жедел уәкілдің шұғыл әрекетінің арқасында қайғылы оқиға орын алған жоқ.,No immediate response has been made to the immediate actions of the ambassador.,Thanks to prompt actions of the investigator a grievous incident did not take place.,-1.27864638149792,46.0,1
kk-en,Екі айлық санитарлық тазалау акциясы аясында өткен сенбілікке 631 нысан және 63 техника жұмылдырылған.,631 facilities and 63 units of equipment were involved in the clean-up in the framework of the two-month sanitation cleaning campaign.,631 facilities and 63 equipment were involved during the volunteer clean-up within the two-month sanitary cleaning action.,0.593012157198042,87.5,2
kk-en,"Оның айтуынша, салынып жатқан фабрикада облыс жастары жұмыс істеуі тиіс.","According to him, the youth of the region should work in the factory.","According to him, youth from the region should work at the plant being constructed.",0.102406909345962,73.0,1
kk-en,Сингапур билігі ел тұрғындарына миллион доллардан таратпақ.,The Singapore authorities will pay millions of dollars to the population of the country.,Singapore authorities are going to give away one million dollar to the inhabitants of the country.,0.288498555082958,78.5,2
kk-en,Академик кітапханасының қоры да 850 кітапқа жетті.,Academics have 850 books.,Academician's library collection also reached 850 books.,0.779103802935037,93.0,1
kk-en,Ол ал­ғаш­қы сөзді Мә­жі­ліс Төр­ағасы Нұрлан Нығматулин­ге берді.,He gave the first word to the Majilis Speaker Nurlan Nigmatulin.,"He gave the first word to the Chairman of the Mazhilis, Nurlan Nygmatulin.",0.748747961397883,99.0,1
kk-en,"""Рестобарда қызмет дәрежесін пайдаланған Е.С. Елтүзеров күзетші А.И. Усенко тарапына балағат сөздер айтып, оған кеуде тұсынан қасақана бірнеше соққы жұмсаған"", - дейді облыстық соттың баспасөз қызметіндегілер.","""Eltuzerov ES, who used his work in the restaurant, spoke harshly to the security guard AI Usenko, who had intentionally hit him on the chest,"" said the regional court's press service.","""Having exercised his powers in the restaubar Ye.S. Yeltuzetov said curse words towards A.I. Usenko, intentionally hit him in his chest for a few times"", - said officers of Press Service of the Regional court.",0.56539982270235,93.0,1
kk-en,Қазіргі таңда Елбасы тапсырмасымен мемлекеттік-жекеменшік әріптестік аясында мемлекет пен жеке сектор арасында ұзақ мерзімді ынтымақтастықты қалыптастыруға бағытталған жұмыстар жүріп жатыр.,"Presently, on the instruction of the Head of State, work is underway to establish long-term cooperation between the state and the private sector within the public-private partnership.","At the moment, on the instructions of the Head of the State, work is underway to establish long-term cooperation between the state and the private sector within a public-private partnership.",0.687631915166038,97.0,1
kk-en,"Егер біздің мемлекетіміз шын мәнінде тәуелсіз мемлекет болса, осы мемлекеттің мәңгілік президентінің Қазақстан Тәуелсіздігіне ашық түрде қауіп төндіріп отырған оларды мемлекет сатқындары ретінде халықтың алдында ашық жазалайтын немесе бүкіл ел болып, айыптайтын күн туғанын ашық айтамын!","If our state is truly an independent state, I would like to openly note that the eternal president of that country is openly threatening the Independence of Kazakhstan and openly publicly condemn them to the people or be the whole country!","If our country is independent indeed, I will openly talk that the day born to punish them as the state betrayers constituting a threat openly to the Independence of Kazakhstan of forever president of this country as the whole people!",0.504283776470505,91.0,1
kk-en,"""Бастау"" - шығармашылық қарым-қатынас орнатуға аса қажет қадам.","""Start"" is a necessary step for creative communication.","""Bastau"" is a very necessary step to establish creative communication.",-1.60421981852812,22.0,1
kk-en,Тұрғын үйлерді қалпына келтіруге керек қаражат жергілікті бюджеттен бөлінді.,The funds needed for the restoration of housing have been allocated from the local budget.,The funds needed for the reconstruction of residential buildings have been allocated from the local budget.,0.0764714528475952,77.0,1
kk-en,"Келешекте ""RocketFest"" фестивалінің шекарасын кеңейтуді жоспарлап отырмыз.","In the future, we plan to expand the RocketFest festival.","In the future, we are planning to expand the ""RocketFest"" Festival.",0.779305984513805,100.0,1
kk-en,Бортта болған 189 адам түгел қаза тапқан.,189 people were killed on board.,All the 189 people who were on the board passed away.,-0.230206615506616,50.0,2
kk-en,"Ауыл шаруашылығындағы жұмыс уақытпен санаса бер­мей­ді ғой, кейде қосымша жұмыс­тарды атқару керек болғанда сағатына тағы да үстеме төленеді, - дейді элева­тордың атқарушы директоры Құрман Абдрахман.","Work in agriculture does not count on time, and sometimes additional payments are paid per hour when additional jobs are needed, ""said the executive director of the elevator, Kurman Abdrakhman.","Work in agriculture is not given by time, sometimes when it is needed to perform additional works extra charge per hour is paid, - executive director of grain elevator Kurman Abdrakhman says.",-0.230206615506617,50.0,1
kk-en,Колледж басшылары ел мен билікті алдап жүр.,College leaders are lying to the country and power.,College directors are lying to country and authorities.,0.140936741089157,62.0,2
kk-en,"Мұндағы мақсат - шетелде тұратын қандастарымыздың басын қосып, ұлттық өнерімізді бірге ұлықтау.","The goal is to unite our compatriots living abroad, and to unite our national art.","The objective here is to get countrymen living abroad together, express our honor to the national art.",-1.34363668529394,14.0,1
kk-en,"2018 жылғы III тоқсанда бір қызметкердің орташа айлық атаулы жалақысы 161,8 мың теңгені құрады.",The average monthly nominal wage per employee in the III quarter of 2018 amounted to 161.8 thousand tenge.,Average monthly nominal salary of one employee in III quarter of 2018 reached 161.8 thousand tenge.,0.82136622818141,84.0,1
kk-en,"Ру­­хани жаңғыру, саламат­ты ұлт, ин­­но­­­вация, цифрландыру, біл­ім, ғылым салалары бо­­йын­­­­ша да бір­қыдыру іс атқа­рылған.","A number of activities have been undertaken in the fields of spiritual renewal, healthy nation, innovation, digitalization, education and science.","Some work was performed on the modernization of consciousness, healthy nation, innovation, digitalization, education, science fields.",0.69754488604813,75.0,1
kk-en,"Қазір қайтарылған қаражат есебінен 4 үйге күрделі жөндеу жүруде, олар - СМП 136-дағы №1, 2, 6 үйлер және вокзал маңы 3а ықшамауданындағы 19а үй, - дейді Зұлқағида Нәубеков.","Currently, 4 houses are undergoing major repairs at the expense of means of refurbishment - houses №1, 2, 6 of SMP 136, and 19a microdistrict 3a microdistrict, - says Zulkagida Naubekov.","Now full repair of 4 houses is being performed at the expense of the returned funds, namely houses No. 1, 2, 6 in EMS 136 and house No.19a in 3a microdistrict near the station, - Zulkagida Naubekov says.",0.69754488604813,75.0,1
kk-en,Қазір мектепке дейінгі мекемеге толық дизенфекция жұмыстары жүргізілген.,"Now, complete disinfection of pre-school facilities has been carried out.",Now complete disinfection works have been performed in the preschool facility.,-0.400736991070822,37.5,2
kk-en,"Қазір Иранға сұлы арту үшін оны тазалап, сұрыптап жатыр.","Now, Iran has been cleaning and sorting it to get oats.",Now oat is being purified and sorted to ship it to Iran.,-0.766830950110472,25.0,1
kk-en,"Оның айтуынша, ""RocketFest"" форматы сөз сөйлеушілердің өз ауыздарынан құнды ақпарат алып, өздерін толғандырып жүрген сұрақтардың жауабын білуге мүмкіндік береді.","According to him, the format of ""RocketFest"" allows the speakers to get valuable information from the speakers and to find answers to their questions.","According to him, the format of the RocketFest allows speakers to get valuable information and to find answers to their exciting questions.",0.668257369324958,74.0,1
kk-en,Батыс Қазақстан мен Павлодар облыстары Түркістанға тарихи-киелі орындардың орталығын салып беретін болды.,West Kazakhstan and Pavlodar regions will provide Turkestan with a center of historic sites.,West Kazakhstan and Pavlodar regions are going to build the center of historical and sacred places for Turkestan.,0.726832402771302,76.0,1
kk-en,Ұшақтың аман-есен жерден көтерілгеніне көз жеткізген жас жігіт түспек болған кезде мұнара қирай бастайды.,The minaret begins to collapse when a young man finds out that the plane has risen safely.,"When the young man went down having made sure that the plane has got off the ground safely, the tower started to crush.",0.316807168646893,62.0,1
kk-en,Бұл туралы бүгін Атырау қаласының әкімі Алимұхаммед Құттұмұратұлының қатысуымен өткен аппарат жиналысы барысында белгілі болды.,This was announced today at a meeting of the staff with the participation of Mayor of Atyrau Alimukhamed Kuttumuratuly.,"It has become known today during the operational meeting held with the participation of Atyrau City Akim, Alimukhammed Kuttumuratuly.",0.69754488604813,75.0,1
kk-en,Елорданың қалалық ішкі істер департаменті тұрғын үйлердің бірінің 5-ші қабатынан секірмек болған азаматты құтқарған полиция қызметкерінің аты-жөнін жария етті.,The Department of Internal Affairs of the capital has announced the name of the rescuing police officer who will jump off the 5th floor of one of the residential buildings.,The Department of Internal Affairs announced the name of a police officer who saved the citizen going to jump from the 5th floor of one of the residential house.,-0.0346430320311712,50.0,1
kk-en,Жалақыны тағы көбейтуге де жағдайымыз келіп қалар деп ойлап отырмыз.,We also think that we can even increase the salary.,We think that we will be able to raise the salary more.,0.726832402771302,76.0,1
kk-en,"Негізі, Шымкент Ұлы Жібек жолында тұрған көне қала ғой.","Actually, Shymkent is an ancient city on the Great Silk Way.","Actually, Shymkent is an ancient city on the Great Silk Road.",0.726832402771302,76.0,1
